# 23.7 °C
# x/y-Skala vom Raster übernommen
0.21, 17.36
0.41, 17.31
0.61, 17.27
0.81, 17.16
1.01, 17.13
1.21, 16.92
1.41, 16.82
1.61, 16.73
1.81, 16.61
2.01, 16.48
2.21, 16.39
2.41, 16.30
2.61, 16.21
2.81, 16.13
3.01, 16.03
3.21, 15.91
3.41, 15.80
3.61, 15.71
3.81, 15.63
4.01, 15.51
4.21, 15.35
4.41, 15.21
4.61, 15.14
4.81, 15.00
5.01, 14.90
5.21, 14.75
5.41, 14.68
5.61, 14.49
5.81, 14.34
6.01, 14.22
6.21, 14.05
6.41, 13.91
6.61, 13.74
6.81, 13.59
7.01, 13.40
7.21, 13.20
7.41, 12.99
7.61, 12.83
7.81, 12.58
8.01, 12.41
8.21, 12.22
8.41, 12.01
8.61, 11.77
8.81, 11.47
9.01, 11.12
9.21, 10.95
9.41, 10.54
9.61, 10.09
9.81, 9.65
10.01, 9.20
10.21, 8.85
10.41, 8.46
10.61, 7.84
10.81, 7.41
11.01, 7.00
11.21, 6.26
11.41, 5.30
11.60, 4.56
11.80, 3.90
12.00, 3.48
12.20, 2.76
12.40, 2.21
12.60, 1.84
12.80, 1.58
13.00, 1.35
13.20, 1.23
13.40, 1.13
13.60, 1.10
13.80, 1.08
14.00, 1.06
14.20, 1.05
14.40, 1.05
14.60, 1.05
14.80, 1.03
15.00, 1.03
# Ab hier tut sich nichts mehr. Damit das aber im Plot nicht komisch aussieht, sind noch einige Punkte explizit angegeben.
16.00, 1.01
17.00, 1.01
18.00, 1.01
19.00, 1.01
20.00, 1.01
21.00, 1.01
22.00, 1.01
23.00, 1.01
24.00, 1.01
# Dieser Wert ist wieder abgelesen: ↓
25.01, 1.01
